ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
8896,Lugar,Infraestructura,Positivo,Beautiful CHURCH from colonial times,
8897,Lugar,Infraestructura,Positivo,"Beautiful cathedral of Loja, where every August 20th the portentous image of the Virgin of the Swan",
8898,Lugar,Infraestructura,Positivo,Beautiful,2018-12-11
8899,Lugar,Infraestructura,Positivo,Beautiful,
8900,Lugar,Infraestructura,Positivo,Beautifull,
8901,Lugar,Infraestructura,Neutro,Beauties of Catholic religious art,2019-01-09
8902,Lugar,Infraestructura,Neutro,Beauty!!!!!!,2022-01-02
8903,Lugar,Infraestructura,Neutro,Natural beauty and charm.,
8904,Worth,Precio,Positivo,Beauty worth visiting and recommending,2024-08-04
8905,Lugar,Infraestructura,Neutro,natural beauty,2018-03-09
8906,Lugar,Infraestructura,Neutro,Beauty my corduroy,2017-12-12
8907,Lugar,Infraestructura,Neutro,Loja beauty,
8908,Park,Naturaleza,Neutro,park beauty,
8909,View,Naturaleza,Positivo,Beauty of nature nice very panoramic view,
8910,City,Ubicación,Neutro,Beauty of the city of Loja,2018-11-04
8911,Lugar,Infraestructura,Neutro,Church beauty,2020-11-03
8912,Lugar,Infraestructura,Neutro,Beauty of history,2019-02-08
8913,Lugar,Infraestructura,Neutro,Beauty of religious art in the catholic temple,2019-01-09
8914,Central,Ubicación,Positivo,Central beauty of our beloved Loja,2023-08-09
8915,Lugar,Infraestructura,Neutro,beauty,2019-06-12
8916,Lugar,Infraestructura,Neutro,Beauty,2019-05-06
8917,Lugar,Infraestructura,Neutro,Beauty,2019-06-11
8918,Lugar,Infraestructura,Neutro,Beauty,
8919,Lugar,Infraestructura,Neutro,Beauty,
8920,Lugar,Infraestructura,Neutro,Beauty,2022-05-10
8921,Lugar,Infraestructura,Neutro,Beauty,
8922,Lugar,Infraestructura,Neutro,Beauty,2019-02-08
8923,Lugar,Infraestructura,Neutro,Beauty,2024-12-06
8924,Lugar,Infraestructura,Neutro,Pretty. Recommended,
8925,View,Naturaleza,Positivo,Beautiful view,
8926,Lugar,Infraestructura,Positivo,Beautiful land with my churona,2020-04-07
8927,Lugar,Infraestructura,Positivo,Especially beautiful at night,2021-11-11
8928,Lugar,Infraestructura,Positivo,Beautiful square,2020-06-07
8929,Lugar,Infraestructura,Positivo,The church is beautiful,2021-02-12
8930,Lugar,Infraestructura,Positivo,beautiful church,
8931,Security,Seguridad,Positivo,"Beautiful experience, a suggestion that we have more security in the park",
8931,Park,Naturaleza,Positivo,"Beautiful experience, a suggestion that we have more security in the park",
8932,Lugar,Infraestructura,Positivo,Beautiful Christmas decoration..,
8933,People,Atención,Positivo,Beautiful city and its very cultured people,2021-12-03
8933,City,Ubicación,Positivo,Beautiful city and its very cultured people,2021-12-03
8934,Lugar,Infraestructura,Positivo,Beautiful,
8935,Lugar,Infraestructura,Neutro,Pretty,
8936,Lugar,Infraestructura,Neutro,Quite a few churches and museums to visit!,2017-12-12
8937,Lugar,Infraestructura,Neutro,Quite old,
8938,Lugar,Infraestructura,Neutro,Quite quiet,
8939,Eat,Gastronomía,Neutro,Pretty neat,2019-03-07
8940,Clean,Infraestructura,Positivo,Pretty clean and quiet,
8941,Clean,Infraestructura,Positivo,"Quite clean I liked the place
Perfect landscape for couple photos",
8941,Landscape,Naturaleza,Positivo,"Quite clean I liked the place
Perfect landscape for couple photos",
8942,Worth,Precio,Positivo,Quite cold but worth it,
8943,Bus,Transporte,Neutro,Quite busy and perfect to pass time,2019-06-06
8944,Lugar,Infraestructura,Neutro,Its structure is quite colonial,
8945,Lugar,Infraestructura,Positivo,pretty good for small children,
8946,Lugar,Infraestructura,Positivo,Pretty nice,2021-01-06
8947,People,Atención,Positivo,"Quite beautiful and pleasant for people who share the same faith, its interior and exterior are fundamental in the formation of its representative architecture of Loja",2019-10-09
8947,Rio,Naturaleza,Positivo,"Quite beautiful and pleasant for people who share the same faith, its interior and exterior are fundamental in the formation of its representative architecture of Loja",2019-10-09
8948,Green,Naturaleza,Neutro,"Quite green areas, quiet place to rest",2019-09-07
8948,Area,Ubicación,Neutro,"Quite green areas, quiet place to rest",2019-09-07
8949,Area,Ubicación,Positivo,"Quite nice, family area with beautiful structures for photographs",2021-07-08
8950,Lugar,Infraestructura,Neutro,cool place,2019-07-08
8951,Lugar,Infraestructura,Neutro,Read,2018-08-03
8952,Lugar,Infraestructura,Neutro,Birds and waterfalls ⛰,2018-10-07
8953,City,Ubicación,Neutro,"Universitaria Avenue, this image was taken after flooding in the city of Loja due to heavy downpour",2023-08-09
8954,Lugar,Infraestructura,Positivo,"Although it was not open to the public due to the pandemic, you could see that it is a very beautifu",2020-06-11
8955,Worth,Precio,Positivo,"It is a short but very entertaining walk, it is worth doing it with your young children",
8955,View,Naturaleza,Positivo,The section to one of the viewpoints is approximately 1200 meters long and 100 meters high,
8955,Area,Ubicación,Positivo,"Although the trails are short, you can see the flora of the area very well",
8956,Lugar,Infraestructura,Neutro,Attractions,
8957,Lugar,Infraestructura,Neutro,Attractive.,2022-12-06
8958,Safe,Seguridad,Positivo,Attractive and safe to be with family,2018-05-01
8959,Lugar,Infraestructura,Neutro,Tourist attraction of Loja,2020-04-08
8960,Eat,Gastronomía,Positivo,"Natural attraction, which tells us great stories about places and is also excellent to visit and enjoy with the family",2020-10-02
8961,Lugar,Infraestructura,Positivo,"Attractive place, if you visit on Thursdays you can enjoy cultural Thursdays with presentations by a",
8962,Lugar,Infraestructura,Neutro,Attractive place,
8963,Lugar,Infraestructura,Neutro,Attractive,2019-11-07
8964,Lugar,Infraestructura,Neutro,Attractive,2019-11-04
8965,Lugar,Infraestructura,Neutro,Attractive,
8966,Lugar,Infraestructura,Neutro,Tourist attraction,
8967,Eat,Gastronomía,Neutro,Loja's exciting attraction for healthy recreation,
8968,Lugar,Infraestructura,Neutro,Toilet,
8969,Eat,Gastronomía,Neutro,Neat,2019-02-09
8970,Eat,Gastronomía,Neutro,Neat,
8971,Lugar,Infraestructura,Neutro,Anonymous artists at the FIAV,
8972,Lugar,Infraestructura,Neutro,Arts...,2018-03-06
8973,Lugar,Infraestructura,Neutro,"Living arts, an event to enjoy with the family, and get out of the routine",
8974,Lugar,Infraestructura,Neutro,living arts,
8975,Lugar,Infraestructura,Neutro,Stately art and culture in Loja,2024-02-11
8976,Lugar,Infraestructura,Neutro,lojano art,2018-05-01
8977,Lugar,Infraestructura,Neutro,Art,2019-11-04
8978,Lugar,Infraestructura,Neutro,Restored architecture located in front of Plaza del Valle.,
8979,Worth,Precio,Positivo,Architecture worth looking at,
8980,Lugar,Infraestructura,Neutro,Stunning architecture tour,
8981,Lugar,Infraestructura,Neutro,"Ancient architecture, place of Ecuadorian tradition, for the largest procession in the country.",2019-08-09
8982,Lugar,Infraestructura,Neutro,It harmonizes very well with the square and its colonial baroque style,
8983,Green,Naturaleza,Neutro,Green areas,
8983,Area,Ubicación,Neutro,Green areas,
8984,Green,Naturaleza,Neutro,Well-maintained green areas and games,
8984,Area,Ubicación,Neutro,Well-maintained green areas and games,
8985,Green,Naturaleza,Neutro,Very well maintained green areas,
8985,Area,Ubicación,Neutro,Very well maintained green areas,
8986,Green,Naturaleza,Neutro,"Large green areas, to enjoy with the family",
8986,Area,Ubicación,Neutro,"Large green areas, to enjoy with the family",
8987,Area,Ubicación,Neutro,"Protected area located in the south of Ecuador
100% recommended",2018-02-10
8988,Parque,Naturaleza,Neutro,Parque Nacional Podocarpus protected area,2019-10-12
8988,Area,Ubicación,Neutro,Parque Nacional Podocarpus protected area,2019-10-12
8989,Area,Ubicación,Neutro,Natural area located between the provinces of Loja and Zamora Chinchipe,
8990,Rio,Naturaleza,Neutro,Commercial area throughout its exteriors,
8990,Area,Ubicación,Neutro,Commercial area throughout its exteriors,
8991,Rio,Naturaleza,Neutro,"Here is a proposal for the Google Photos review of the Loja Cathedral:

""The **Cathedral of Loja**, also known as the **Cathedral-Parish of El Sagrario**, is one of the most emblematic architectural treasures of the city",2024-07-09
8991,Central,Ubicación,Neutro,"Located in the heart of Loja, in front of the Central Park, this imposing structure is a mandatory stop for those who want to know the history and faith of the region",2024-07-09
8992,Lugar,Infraestructura,Neutro,Here they drank full crank and drink.... Hehehehe,
8993,Eat,Gastronomía,Neutro,"The traditional Cultural Thursday takes place here, a space created to highlight local talent",2018-09-11
8994,City,Ubicación,Positivo,Here we can find an excellent Cafeteria and a museum where we can interact with Art and the tranquility of the city,
8995,Eat,Gastronomía,Neutro,"Here we can enjoy a weekend with the family where you will find a heated pool and indor basketball courts, also the synthetic soccer field, not to mention the cycling track in the center of the park, we will find the first aerial shot as an exhibition, the castle has everything",
8995,Park,Naturaleza,Neutro,"Here we can enjoy a weekend with the family where you will find a heated pool and indor basketball courts, also the synthetic soccer field, not to mention the cycling track in the center of the park, we will find the first aerial shot as an exhibition, the castle has everything",
8995,Center,Ubicación,Neutro,"Here we can enjoy a weekend with the family where you will find a heated pool and indor basketball courts, also the synthetic soccer field, not to mention the cycling track in the center of the park, we will find the first aerial shot as an exhibition, the castle has everything",
8996,Lugar,Infraestructura,Positivo,Here you will find the history of Loja music. For those who love music and want to know more about i,2021-04-01
8997,Lugar,Infraestructura,Neutro,Suitable for bicycles,2018-08-06
8998,Area,Ubicación,Positivo,"It sucks in certain areas, but it's a nice trail",
8999,Lugar,Infraestructura,Neutro,Exciting architectural beauty of the Lojanas Churches,
9000,Lugar,Infraestructura,Neutro,"Apart from being a place to go with your family, take your pets, there is a space to exercise and pl",2024-08-02
9001,View,Naturaleza,Positivo,"It is a pleasant place, where you can see the view of most of the city",
9001,City,Ubicación,Positivo,"It is a pleasant place, where you can see the view of most of the city",
9002,Lugar,Infraestructura,Neutro,Peaceful place to enjoy with family or friends.,2020-04-03
9003,Eat,Gastronomía,Neutro,"Old theater ""El Dorado"", remodeled for use as the House of Culture",
9004,Kind,Atención,Positivo,It was a kind of Land Terminal,
9004,Park,Naturaleza,Positivo,Now it is a beautiful park,
9004,Bus,Transporte,Positivo,It is a very busy place,
9005,Rio,Naturaleza,Neutro,Old church with restored exterior but somewhat deteriorated interior,2019-07-01
9006,Park,Naturaleza,Neutro,"This space has enough potential to be one of the best parks in southern Ecuador, however it is only a park with stone treadmills and loud swings",
9006,Road,Transporte,Neutro,"It needs surveillance, renovation and I am not referring to putting new bricks or more cement on the roads, it needs to be brought to 2023, it is urgent",
9007,Lugar,Infraestructura,Neutro,"Expanded, and full of spaces for the whole family",
9008,Clean,Infraestructura,Positivo,"Spacious, clean",2023-02-01
9009,Bus,Transporte,Neutro,"Spacious, with access to the tourist bus",
9010,Safe,Seguridad,Positivo,Spacious and safe,2020-07-01
9011,Taste,Gastronomía,Neutro,Spacious and effective tastes,2017-09-10
9012,Lugar,Infraestructura,Positivo,Spacious and with an excellent space to jog or play with the family,
9013,Free,Precio,Positivo,Wide and good free internet,
9014,Food,Gastronomía,Neutro,"If you talk to the sellers and return the packaging, it is possible that they will give you a price reduction on the bird food",
9014,Price,Precio,Neutro,"If you talk to the sellers and return the packaging, it is possible that they will give you a price reduction on the bird food",
9014,Park,Naturaleza,Neutro,"Large park with attractions such as a train, lagoon with lakes and swans",
9015,Lugar,Infraestructura,Neutro,Expanded to run,
9016,View,Naturaleza,Neutro,Large viewing point for photographs,2022-07-08
9017,Area,Ubicación,Neutro,"Large place to visit during fair time, the area where the amusement rides are located should be improved, in such a way that it provides a better pedestrian circulation space",
9018,Lugar,Infraestructura,Neutro,Ample space and multiple options around it.,
9019,Lugar,Infraestructura,Neutro,Large family space.,
9020,Clean,Infraestructura,Positivo,Spacious nice clean,2023-02-09
9021,Road,Transporte,Neutro,Broad,2022-06-04
9022,Road,Transporte,Neutro,Broad,2020-12-03
9023,Eat,Gastronomía,Positivo,Large recreation areas to enjoy with family and loved ones,
9023,Area,Ubicación,Positivo,Large recreation areas to enjoy with family and loved ones,
9024,Lugar,Infraestructura,Neutro,Spacious and cozy,
9025,Lugar,Infraestructura,Neutro,"Large track for sports such as cycling, calisthenics and athletics.",
9026,People,Atención,Positivo,"I love my city, my people and my Jipiro park",
9026,Park,Naturaleza,Positivo,"I love my city, my people and my Jipiro park",
9026,City,Ubicación,Positivo,"I love my city, my people and my Jipiro park",
9027,City,Ubicación,Positivo,I love that city,
9028,Expensive,Precio,Negativo,Often 5 expensiveS,2019-07-08
9029,Lugar,Infraestructura,Neutro,Amen,
9030,Lugar,Infraestructura,Neutro,Amen,2021-05-12
9031,People,Atención,Positivo,"Atmosphere, people, excellent, the beauty of the landscape",
9031,Landscape,Naturaleza,Positivo,"Atmosphere, people, excellent, the beauty of the landscape",
9032,Lugar,Infraestructura,Neutro,Unique atmosphere,
9033,Lugar,Infraestructura,Neutro,Quiet environment.,
9034,Lugar,Infraestructura,Neutro,"Quiet, relaxing and natural environment",
9035,Area,Ubicación,Positivo,"Quiet, spacious environment, I love that it has many entertainment areas",
9036,Safe,Seguridad,Positivo,Quiet and safe environment,2017-06-06
9037,City,Ubicación,Neutro,Quiet atmosphere to relax in the afternoon in a different place within the city,2021-02-11
9038,Lugar,Infraestructura,Neutro,Quiet atmosphere,
9039,Lugar,Infraestructura,Neutro,Children's environment,
9040,Lugar,Infraestructura,Neutro,"Pleasant atmosphere and comfortable space, space to distract your mind",
9041,Lugar,Infraestructura,Neutro,Pleasant atmosphere,
9042,Lugar,Infraestructura,Neutro,Some,
9043,Lugar,Infraestructura,Neutro,"Someone who can tell me to what date the churonite remains in the Loja cathedral, please thank you",2019-10-09
9044,Far,Ubicación,Neutro,Something very Renewing as far as the spiritual aspect of life is concerned,
9045,Lugar,Infraestructura,Neutro,something wonderful,2023-05-09
9046,Lugar,Infraestructura,Neutro,Something interesting to walk...,
9047,Lugar,Infraestructura,Neutro,something different,2023-01-02
9048,Lugar,Infraestructura,Neutro,"A little sloppy, but it's pretty",2022-03-02
9049,Lugar,Infraestructura,Positivo,something nice,
9050,Lugar,Infraestructura,Neutro,something has changed,2020-11-10
9051,Park,Naturaleza,Positivo,this park is a good place to be with the family,
9051,Center,Ubicación,Positivo,A little away from the noisy city center,
9052,Lugar,Infraestructura,Neutro,Cheerful and welcoming,
9053,Lugar,Infraestructura,Neutro,Ajaja,
9054,Cena,Gastronomía,Neutro,"Being the first theme park in Ecuador, it handles several scenarios and also has some famous buildings in the world such as the Taj Mahal, the Eiffel Tower, Big Ben or the Inca Pyramid, as well as recreational areas for adults and children, as well as a swimming pool, It even has a pond where you can feed ducks, geese and watch flamingos",
9054,Fee,Precio,Neutro,"Being the first theme park in Ecuador, it handles several scenarios and also has some famous buildings in the world such as the Taj Mahal, the Eiffel Tower, Big Ben or the Inca Pyramid, as well as recreational areas for adults and children, as well as a swimming pool, It even has a pond where you can feed ducks, geese and watch flamingos",
9054,Rio,Naturaleza,Neutro,"Being the first theme park in Ecuador, it handles several scenarios and also has some famous buildings in the world such as the Taj Mahal, the Eiffel Tower, Big Ben or the Inca Pyramid, as well as recreational areas for adults and children, as well as a swimming pool, It even has a pond where you can feed ducks, geese and watch flamingos",
9054,Terminal,Transporte,Neutro,It is 5 minutes from the Terrestrial Terminal and is a must-see site in Loja,
9054,Area,Ubicación,Neutro,"Being the first theme park in Ecuador, it handles several scenarios and also has some famous buildings in the world such as the Taj Mahal, the Eiffel Tower, Big Ben or the Inca Pyramid, as well as recreational areas for adults and children, as well as a swimming pool, It even has a pond where you can feed ducks, geese and watch flamingos",
9055,Free,Precio,Positivo,"When you step into the center of the Plaza de la Independencia Lojana, the voices and cries of Freedom delivered to heaven on November 18, 1820 will undoubtedly come into your life",
9055,Rio,Naturaleza,Positivo,"Sitting down to enjoy a Loja coffee at the foot of the Tower of more than thirty meters that emerges gloriously and always accompanied by the pool where you can make a wish for love, has no comparison",
9055,Center,Ubicación,Positivo,"When you step into the center of the Plaza de la Independencia Lojana, the voices and cries of Freedom delivered to heaven on November 18, 1820 will undoubtedly come into your life",
9056,Lugar,Infraestructura,Neutro,"When searching for information, it seemed like an interesting place.",
9057,Nature,Naturaleza,Neutro,Contact with nature,2018-12-05
9058,Lugar,Infraestructura,Neutro,Fresh air,
9059,Bus,Transporte,Neutro,Open air and busy,2018-06-04
9060,Nature,Naturaleza,Neutro,"Fresh air, pure nature",
