ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
8521,Good place to rest and observe its image,Infraestructura,Positivo,Good place to rest and observe its image,2023-01-12
8522,Good place,Infraestructura,Positivo,"Good place, not so spacious but has free Internet",2018-01-26
8522,Not so spacious but has free internet,Precio,Neutro,"Good place, not so spacious but has free Internet",2018-01-26
8523,Good place,Infraestructura,Positivo,"Good place, very touristy with Turkish-Spanish architecture. An excellent mass, and a very revealing atmosphere. Disperse different approaches.",2020-03-04
8523,Very touristy with turkish-spanish architecture,Ubicación,Neutro,"Good place, very touristy with Turkish-Spanish architecture. An excellent mass, and a very revealing atmosphere. Disperse different approaches.",2020-03-04
8524,Good place,Infraestructura,Positivo,"Good place, full of history and culture..!",2021-11-27
8525,Good place,Infraestructura,Positivo,"Good place, take care of security",2022-10-09
8525,Take care of security,Seguridad,Neutro,"Good place, take care of security",2022-10-09
8526,Good place,Infraestructura,Positivo,"Good place, Good architecture.",2017-01-13
8527,Good place,Infraestructura,Positivo,"Good place, nice animals and nice family panorama, it is a little neglected due to the pandemic, but it is nice to go with the family.",2021-07-17
8527,Nice animals and nice family panorama,Naturaleza,Positivo,"Good place, nice animals and nice family panorama, it is a little neglected due to the pandemic, but it is nice to go with the family.",2021-07-17
8528,Good tourist place,Infraestructura,Positivo,Good tourist place,2020-01-31
8529,Good recommended place to walk and visit with your partner,Infraestructura,Positivo,Good recommended place to walk and visit with your partner,2016-06-22
8530,Good place to live and share with nature,Infraestructura,Positivo,Good place to live and share with nature,2017-10-31
8531,Good place to visit,Infraestructura,Positivo,"Good place to visit, many attractions make this place a privilege.",2022-07-18
8531,Many attractions make this place a privilege,Infraestructura,Neutro,"Good place to visit, many attractions make this place a privilege.",2022-07-18
8532,Good place to visit and learn more about ecuadorian music,Infraestructura,Positivo,Good place to visit and learn more about Ecuadorian music,2021-11-29
8533,Good place to visit,Infraestructura,Positivo,Good place to visit,2019-09-08
8534,Good place to visit,Infraestructura,Positivo,Good place to visit,2018-05-07
8535,Good place to visit,Infraestructura,Positivo,Good place to visit,2021-10-31
8536,Good place to visit,Infraestructura,Positivo,Good place to visit,2022-09-18
8537,Good place to visit,Infraestructura,Positivo,Good place to visit,2019-07-27
8538,Good place to visit,Infraestructura,Positivo,Good place to visit,2019-11-08
8539,Good place to see birds and a bit of the city's culture,Infraestructura,Positivo,Good place to see birds and a bit of the city's culture,2019-09-20
8540,Good place for tourism,Infraestructura,Positivo,Good place for tourism,2024-01-17
8541,Good place to take photos and rest for a moment,Infraestructura,Positivo,Good place to take photos and rest for a moment,2020-01-04
8542,Good place to take photos,Infraestructura,Positivo,Good place to take photos,2021-06-10
8543,Good place to take a break,Infraestructura,Positivo,Good place to take a break,2021-09-15
8544,Good place to sit and rest,Infraestructura,Positivo,Good place to sit and rest,2019-03-02
8545,Good place to go out and have fun,Infraestructura,Positivo,Good place to go out and have fun.,2024-10-05
8546,Good place to relax,Infraestructura,Positivo,Good place to relax,2019-12-15
8547,Good place to reflect,Infraestructura,Positivo,Good place to reflect.,2021-10-29
8548,Good place to remember school times,Infraestructura,Positivo,Good place to remember school times,2022-01-20
8549,Good place to walk and play sports with the family,Infraestructura,Positivo,Good place to walk and play sports with the family,2024-02-03
8550,Good place to walk and have fun,Infraestructura,Positivo,Good place to walk and have fun,2020-12-15
8551,Good place to walk with friends,Infraestructura,Positivo,"Good place to walk with friends, do sports and exercise",2022-05-12
8552,Good place to walk,Infraestructura,Positivo,Good place to walk,2022-03-01
8553,Good place to walk,Infraestructura,Positivo,Good place to walk,2022-12-18
8554,Good place to spend time with family,Infraestructura,Positivo,Good place to spend time with family.,2021-12-07
8555,Good place to spend a weekend,Infraestructura,Positivo,good place to spend a weekend,2023-09-08
8556,Good place to spend time with children,Infraestructura,Positivo,"Good place to spend time with children, however due to the crowds you have to be careful with them",2022-10-01
8556,However due to the crowds you have to be careful with them,Transporte,Neutro,"Good place to spend time with children, however due to the crowds you have to be careful with them",2022-10-01
8557,Good place to spend with family,Infraestructura,Positivo,Good place to spend with family,2019-10-14
8558,Good place to spend with family,Infraestructura,Positivo,Good place to spend with family,2022-06-06
8559,Good place to spend with family,Infraestructura,Positivo,Good place to spend with family,2020-01-12
8560,Good place to spend a pleasant moment with family or friends,Infraestructura,Positivo,Good place to spend a pleasant moment with family or friends,2021-12-26
8561,Good place to spend,Infraestructura,Positivo,Good place to spend,2018-07-11
8562,Good place to pray,Infraestructura,Positivo,Good place to pray,2019-02-06
8563,Good place to meditate,Infraestructura,Positivo,Good place to meditate,2019-12-08
8564,Good place for parishioners,Infraestructura,Positivo,Good place for parishioners,2022-09-19
8565,Good place for music,Infraestructura,Positivo,Good place for music,2019-06-27
8566,Good place to play and entertain yourself with your family,Infraestructura,Positivo,Good place to play and entertain yourself with your family,2021-12-30
8567,Good place to go with family and enjoy,Infraestructura,Positivo,Good place to go with family and enjoy,2022-11-03
8568,Good place to go with children,Infraestructura,Positivo,Good place to go with children,2022-01-03
8569,Good place to go spend time with friends,Infraestructura,Positivo,Good place to go spend time with friends,2019-01-20
8570,Good place to go and enjoy with family,Infraestructura,Positivo,Good place to go and enjoy with family,2021-11-29
8571,Good place to go eat,Gastronomía,Positivo,Good place to go eat,2023-08-19
8572,Good place to go for a walk along the river,Infraestructura,Positivo,Good place to go for a walk along the river...,2022-03-27
8573,Good place for tourism,Infraestructura,Positivo,"Good place for tourism, a very beautiful place with incredible architecture, you can go out with family, friends, etc., it is a great tourist attraction in the city of Loja, which is worth visiting to ensure a different and very beautiful experience.",2020-12-29
8573,A very beautiful place with incredible architecture,Infraestructura,Positivo,"Good place for tourism, a very beautiful place with incredible architecture, you can go out with family, friends, etc., it is a great tourist attraction in the city of Loja, which is worth visiting to ensure a different and very beautiful experience.",2020-12-29
8573,A great tourist attraction in the city of loja,Gastronomía,Positivo,"Good place for tourism, a very beautiful place with incredible architecture, you can go out with family, friends, etc., it is a great tourist attraction in the city of Loja, which is worth visiting to ensure a different and very beautiful experience.",2020-12-29
8573,Which is worth visiting to ensure a different and very beautiful experience,Precio,Positivo,"Good place for tourism, a very beautiful place with incredible architecture, you can go out with family, friends, etc., it is a great tourist attraction in the city of Loja, which is worth visiting to ensure a different and very beautiful experience.",2020-12-29
